Rank,Title,url,Votes_10,Votes_9,Votes_8,Votes_7,Votes_6,Votes_5,Votes_4,Votes_3,Votes_2,Votes_1,Votes_M,Votes_F,AvgRating_M,AvgRating_F
821,The Last Emperor,https://www.imdb.com/title/tt0093389/,10727,15601,32079,21185,7197,2644,1026,527,314,690,58935,12200,7.7,7.8
822,Empire of the Sun,https://www.imdb.com/title/tt0092965/,16740,19284,37266,24797,8965,3311,1286,625,339,717,76474,13660,7.7,8.0
823,The Name of the Rose,https://www.imdb.com/title/tt0091605/,11096,17529,35679,22332,7798,2651,1058,491,286,562,67550,11509,7.7,7.6
824,Blue Velvet,https://www.imdb.com/title/tt0090756/,28065,31359,51849,36101,14815,6485,3079,1806,1221,1940,114438,21690,7.8,7.4
825,The Purple Rose of Cairo,https://www.imdb.com/title/tt0089853/,5516,7177,14833,11296,4427,1534,595,279,167,361,29614,6829,7.7,7.8
826,After Hours,https://www.imdb.com/title/tt0088680/,6327,9478,18466,13596,5003,2073,857,449,285,416,39673,4668,7.7,7.6
827,Zelig,https://www.imdb.com/title/tt0086637/,5344,6839,12292,8535,3370,1366,569,324,180,403,26256,4668,7.7,7.8
828,The Verdict,https://www.imdb.com/title/tt0084855/,3814,5782,12282,8784,2833,899,353,163,95,137,24954,3040,7.7,7.6
829,Star Trek II - The Wrath of Khan,https://www.imdb.com/title/tt0084726/,18023,18688,32894,23891,9822,3731,1484,761,500,1087,76878,8051,7.7,7.6
830,First Blood,https://www.imdb.com/title/tt0083944/,28453,31325,74586,55301,19620,6590,2526,1204,780,1354,166746,8940,7.7,7.2
831,Ordinary People,https://www.imdb.com/title/tt0081283/,8228,7899,13052,9154,3933,1697,699,350,238,539,28190,7080,7.7,7.8
832,Airplane!,https://www.imdb.com/title/tt0080339/,33281,34359,63045,44941,19018,7297,3024,1647,1052,1331,141760,19286,7.7,7.4
833,The Castle of Cagliostro,https://www.imdb.com/title/tt0079833/,3493,3770,8577,6636,2210,656,219,103,99,217,17307,2621,7.7,7.6
834,The Tenant,https://www.imdb.com/title/tt0074811/,5058,6518,12159,8452,3364,1355,649,382,187,423,26199,4880,7.7,7.7
835,Love and Death,https://www.imdb.com/title/tt0073312/,5083,6052,10738,7951,3194,1123,428,226,151,336,23705,4044,7.7,7.9
836,The Taking of Pelham One Two Three,https://www.imdb.com/title/tt0072251/,2665,3925,9225,6746,2142,670,185,94,42,112,19047,1411,7.6,7.7
837,Blazing Saddles,https://www.imdb.com/title/tt0071230/,23284,21195,33496,24427,10910,4846,2102,1148,710,1514,83469,11374,7.7,7.7
838,Serpico,https://www.imdb.com/title/tt0070666/,9797,16560,41318,27726,7763,2190,710,306,170,336,78280,6580,7.7,7.7
839,Enter The Dragon,https://www.imdb.com/title/tt0070034/,14590,12969,29854,23232,8458,3074,1133,553,261,461,72138,4186,7.7,7.5
840,Deliverance,https://www.imdb.com/title/tt0068473/,10357,15452,33486,23255,8294,2964,1290,581,414,803,68769,7016,7.7,7.4
841,The French Connection,https://www.imdb.com/title/tt0067116/,12313,17648,36121,25580,9389,3431,1328,655,381,687,77964,5798,7.7,7.4
842,Dirty Harry,https://www.imdb.com/title/tt0066999/,16539,21234,50386,34898,11207,3451,1162,522,308,1080,104817,7909,7.7,7.5
843,Where Eagles Dare,https://www.imdb.com/title/tt0065207/,6909,7848,16754,11856,4465,1555,573,295,171,344,38182,2100,7.7,7.4
844,The Odd Couple,https://www.imdb.com/title/tt0063374/,3880,4610,10535,7450,2758,974,304,150,89,166,20139,4029,7.7,7.8
845,The Dirty Dozen,https://www.imdb.com/title/tt0061578/,7466,10271,23860,16019,5187,1693,552,258,161,381,48453,3541,7.7,7.8
846,Belle de Jour,https://www.imdb.com/title/tt0061395/,5422,6573,12112,8679,3548,1418,611,307,184,362,24881,6420,7.8,7.7
847,A Man for All Seasons,https://www.imdb.com/title/tt0060665/,6166,5001,8511,5666,2403,1060,437,279,270,755,20302,3583,7.7,7.6
848,Repulsion,https://www.imdb.com/title/tt0059646/,6737,8737,13924,9797,4283,1891,912,506,339,625,31619,6429,7.7,7.7
849,Zulu,https://www.imdb.com/title/tt0058777/,6222,6009,10752,7178,2841,1063,441,190,148,381,25816,1795,7.7,7.4
850,Goldfinger,https://www.imdb.com/title/tt0058150/,19877,25680,59261,41411,14400,4727,1605,734,386,880,120793,10893,7.7,7.3
851,The Birds,https://www.imdb.com/title/tt0056869/,19672,25986,53578,40350,16299,5951,2529,1287,777,1107,103312,25503,7.7,7.7
852,Cape Fear,https://www.imdb.com/title/tt0055824/,2470,3996,9630,6554,1973,620,217,105,45,146,17583,2557,7.7,7.8
853,Peeping Tom,https://www.imdb.com/title/tt0054167/,3930,4937,9015,6867,2911,1220,506,268,162,262,20863,3255,7.7,7.6
854,The Magnificent Seven,https://www.imdb.com/title/tt0054047/,11161,13622,29490,20859,6862,2257,793,363,188,479,61600,5832,7.7,7.8
855,Eyes Without a Face,https://www.imdb.com/title/tt0053459/,3010,4083,8675,6451,2475,872,291,172,89,199,17632,3347,7.7,7.6
856,Invasion of the Body Snatchers,https://www.imdb.com/title/tt0049366/,5466,6727,14812,10447,3931,1360,445,255,135,349,30242,4276,7.7,7.6
857,Rebel Without a Cause,https://www.imdb.com/title/tt0048545/,12170,12645,25249,18436,7612,2895,1149,576,391,599,49019,13950,7.7,7.7
858,The Ladykillers,https://www.imdb.com/title/tt0048281/,3860,4008,8282,5707,2294,833,333,130,71,148,17612,2766,7.7,7.7
859,Sabrina,https://www.imdb.com/title/tt0047437/,7354,8603,19340,14453,5062,1678,604,264,158,283,27233,17823,7.6,7.8
860,The Quiet Man,https://www.imdb.com/title/tt0045061/,9347,5447,7631,5492,2759,1325,645,357,322,565,21179,4633,7.7,7.9
861,The Day the Earth Stood Still,https://www.imdb.com/title/tt0043456/,12727,12944,22359,15466,6411,2525,969,559,403,1084,52967,6528,7.7,7.7
862,The African Queen,https://www.imdb.com/title/tt0043265/,11982,12713,20715,13888,5839,2401,987,566,333,880,44728,9327,7.7,7.9
863,Gilda,https://www.imdb.com/title/tt0038559/,3706,4321,8742,6412,2530,827,336,142,77,138,16398,5417,7.6,7.8
864,The Invisible Man,https://www.imdb.com/title/tt0024184/,3559,3933,9578,7256,2756,917,384,143,85,727,20083,2783,7.7,7.5
865,The Farewell,https://www.imdb.com/title/tt8637428/,3488,7004,15264,12079,4454,1409,543,286,166,431,24827,6775,7.6,7.6
866,Searching,https://www.imdb.com/title/tt7668870/,13503,20946,46767,35145,10949,3327,1167,587,379,781,77691,18003,7.6,7.7
867,Once Upon a Time... in Hollywood,https://www.imdb.com/title/tt7131622/,65562,92448,145757,104592,47079,20995,10312,7223,5294,10533,281954,54686,7.6,7.4
868,Cold War,https://www.imdb.com/title/tt6543652/,4438,8026,14307,11051,4683,1692,730,399,269,434,26587,6772,7.6,7.6
869,Loveless,https://www.imdb.com/title/tt6304162/,2501,4878,9617,6805,2641,1010,389,208,136,336,17379,4713,7.6,7.7
870,The Florida Project,https://www.imdb.com/title/tt5649144/,7765,15444,29358,21783,8364,3365,1511,911,720,1079,51991,13416,7.6,7.5
871,Gifted,https://www.imdb.com/title/tt4481414/,11765,14157,32611,25724,8259,2099,600,320,150,335,48409,20708,7.5,7.7
872,The Peanut Butter Falcon,https://www.imdb.com/title/tt4364194/,6370,8806,17984,13705,4300,1134,393,192,137,354,30077,6006,7.6,7.7
873,Victoria,https://www.imdb.com/title/tt4226388/,6391,9851,15728,10351,4248,1920,904,593,384,646,33414,6746,7.6,7.6
874,Mustang,https://www.imdb.com/title/tt3966404/,3610,5559,11716,8017,2886,1141,527,354,256,667,19331,7758,7.5,7.9
875,Guardians of the Galaxy: Vol. 2,https://www.imdb.com/title/tt3896198/,67769,88678,171285,136042,53544,17382,6817,3259,2016,4388,314189,62331,7.6,7.8
876,Baby Driver,https://www.imdb.com/title/tt3890160/,42277,70155,133863,104912,42198,15056,5930,3347,2076,3581,250123,47020,7.6,7.5
877,Only the Brave,https://www.imdb.com/title/tt3829920/,7009,8441,18955,13687,4520,1428,446,266,154,294,35765,5669,7.6,7.9
878,Bridge of Spies,https://www.imdb.com/title/tt3682448/,18859,39124,104663,82424,24945,6740,2209,919,557,1117,185417,28843,7.6,7.6
879,Incredibles 2,https://www.imdb.com/title/tt3606756/,27826,37196,77027,62017,22718,7428,2499,1078,686,1511,130853,30614,7.6,7.8
880,Moana,https://www.imdb.com/title/tt3521164/,33251,38294,81554,68242,26039,8171,2629,1256,718,1376,129729,52231,7.5,7.9
881,Sicario,https://www.imdb.com/title/tt3397884/,29701,58826,125480,92067,33932,11427,4239,2219,1251,2160,242490,29325,7.7,7.3
882,Creed,https://www.imdb.com/title/tt3076658/,26147,36331,80272,64729,22494,6760,2149,1081,595,1438,161688,17230,7.6,7.5
883,Leviathan,https://www.imdb.com/title/tt2802154/,5097,8628,15388,10590,4338,1711,770,428,307,850,32986,6293,7.6,7.6
884,Hell or High Water,https://www.imdb.com/title/tt2582782/,13189,30133,72206,57264,17724,4883,1499,700,358,676,133602,15238,7.6,7.4
885,Philomena,https://www.imdb.com/title/tt2431286/,7077,13613,34249,26286,7839,2059,669,331,197,549,54713,22370,7.6,7.7
886,Dawn of the Planet of the Apes,https://www.imdb.com/title/tt2103281/,41245,64074,132552,102954,40008,13528,5351,2646,1656,2928,281307,35890,7.6,7.5
887,The Body,https://www.imdb.com/title/tt1937149/,6514,8643,18054,14128,4640,1529,556,254,145,249,32449,8914,7.6,7.7
888,The Raid,https://www.imdb.com/title/tt1899353/,26596,30769,58336,42062,16257,6413,2754,1492,961,1723,146025,8259,7.6,7.4
889,End of Watch,https://www.imdb.com/title/tt1855199/,23311,36227,79338,54736,18321,6271,2558,1338,900,1682,164361,19598,7.6,7.6
890,Arrietty,https://www.imdb.com/title/tt1568921/,8934,10561,25764,21230,7316,2215,735,374,216,436,42033,18583,7.6,7.7
891,True Grit,https://www.imdb.com/title/tt1403865/,23801,46262,109555,82415,27646,8390,3074,1495,885,1891,223132,30301,7.6,7.5
892,In a Better World,https://www.imdb.com/title/tt1340107/,3519,6096,13481,9771,3187,971,400,199,144,263,26126,7315,7.6,7.8
893,Despicable Me,https://www.imdb.com/title/tt1323594/,62013,73758,160930,125457,43956,14496,5152,2383,1345,2215,281343,101427,7.6,7.9
894,50/50,https://www.imdb.com/title/tt1306980/,29745,50132,108881,81106,27733,8650,2680,1212,712,1306,202545,61858,7.7,7.6
895,Kick-Ass,https://www.imdb.com/title/tt1250777/,62686,82523,160846,121728,48943,18768,8390,4547,3134,6488,364009,61952,7.6,7.4
896,Cell 211,https://www.imdb.com/title/tt1242422/,5021,9760,24102,16344,4909,1477,518,247,147,417,46830,6391,7.6,7.8
897,Moneyball,https://www.imdb.com/title/tt1210166/,24427,51138,129186,102010,32221,9176,3097,1413,856,1731,252307,38543,7.6,7.3
898,The Skin I Live In,https://www.imdb.com/title/tt1189073/,13523,22953,44808,31947,11811,4669,2049,1166,789,1564,82599,30643,7.6,7.8
899,Zombieland,https://www.imdb.com/title/tt1156398/,57610,76755,169305,130069,47564,15756,5948,3109,1899,3286,341378,63674,7.6,7.6
900,The Wave,https://www.imdb.com/title/tt1063669/,7861,15437,36456,26822,9052,2813,1078,494,300,434,65973,17444,7.6,7.8
901,Sherlock Holmes,https://www.imdb.com/title/tt0988045/,64556,87136,192338,144345,52332,18362,6875,3363,1964,3201,378346,87785,7.6,7.7
902,5 Centimetres Per Second,https://www.imdb.com/title/tt0983213/,8077,7969,13454,10619,4956,2192,927,446,294,438,28834,8101,7.6,7.5
903,The Blind Side,https://www.imdb.com/title/tt0878804/,40202,47276,91431,64701,24013,9083,3819,2010,1231,2630,171548,58317,7.6,8.0
904,The Visitor,https://www.imdb.com/title/tt0857191/,3769,6551,14739,10391,3536,1109,469,215,138,288,28864,6537,7.6,7.6
905,Superbad,https://www.imdb.com/title/tt0829482/,76737,81171,150074,113492,47530,18555,8345,4705,3537,7763,350538,62042,7.6,7.1
906,Seven Pounds,https://www.imdb.com/title/tt0814314/,43406,48619,84957,59530,24430,10018,4742,2502,1645,2630,186668,47448,7.6,7.8
907,Eastern Promises,https://www.imdb.com/title/tt0765443/,18982,35469,80595,57739,19391,6307,2390,1073,705,1424,165414,22731,7.6,7.6
908,Stardust,https://www.imdb.com/title/tt0486655/,43222,43207,71193,52361,22792,8686,3479,1814,1122,2604,147401,60917,7.6,7.8
909,The Secret of Kells,https://www.imdb.com/title/tt0485601/,4395,5037,9053,7194,2736,1080,411,201,122,231,17942,7197,7.6,7.9
910,Inside Man,https://www.imdb.com/title/tt0454848/,26898,47716,123773,91548,28049,7917,2633,1256,723,1418,241890,29655,7.6,7.6
911,Gone Baby Gone,https://www.imdb.com/title/tt0452623/,20433,38306,89407,64562,20666,6503,2397,1242,772,1615,173329,30102,7.6,7.5
912,La Vie En Rose,https://www.imdb.com/title/tt0450188/,10896,13069,25368,19109,7415,2754,1114,613,426,700,43644,24180,7.5,7.9
913,Fearless,https://www.imdb.com/title/tt0446059/,10515,10774,22974,17106,6691,2188,819,381,225,431,56252,4080,7.6,7.6
914,The Illusionist,https://www.imdb.com/title/tt0443543/,37099,53295,118132,91212,32624,10852,3830,1674,929,1214,229660,60222,7.6,7.7
915,Volver,https://www.imdb.com/title/tt0441909/,9533,14749,31075,23355,8727,2897,1159,543,383,777,54848,22015,7.5,7.7
916,Thank You for Smoking,https://www.imdb.com/title/tt0427944/,18802,31516,73720,57195,19262,5906,2104,1048,602,1066,150690,28879,7.6,7.4
917,Dead Man's Shoes,https://www.imdb.com/title/tt0419677/,7664,9189,14390,9776,4095,1633,732,393,258,464,37305,3486,7.6,7.6
918,Harry Potter and the Half-Blood Prince,https://www.imdb.com/title/tt0417741/,74456,57697,129940,116934,45593,16682,6492,3264,2016,5670,261552,91080,7.4,8.0
919,300,https://www.imdb.com/title/tt0416449/,132333,121969,197329,135090,59340,26327,13195,8677,6493,22228,512166,73057,7.7,7.4
920,Match Point,https://www.imdb.com/title/tt0416320/,21604,33645,67057,47709,18325,7019,3104,1622,1124,1927,123623,41826,7.6,7.4
921,Watchmen,https://www.imdb.com/title/tt0409459/,78202,90444,131152,92855,45784,21697,10803,6561,4670,9569,354092,44340,7.7,7.2
922,Lord of War,https://www.imdb.com/title/tt0399295/,29557,44120,100595,73086,26423,9093,3320,1577,900,1461,219666,20667,7.6,7.4
923,Saw,https://www.imdb.com/title/tt0387564/,52414,57407,116797,82070,31390,13314,6225,3801,2697,6188,250742,45914,7.6,7.5
924,"Synecdoche, New York",https://www.imdb.com/title/tt0383028/,16062,13429,17440,14475,7914,4280,2350,1432,1111,1708,54889,9221,7.5,7.3
925,Mysterious Skin,https://www.imdb.com/title/tt0370986/,9945,11228,19658,13834,5390,2105,905,587,466,946,39436,14958,7.5,7.8
926,Love Me If You Dare,https://www.imdb.com/title/tt0364517/,12609,11315,17683,12859,6098,2695,1235,736,506,753,29802,25894,7.4,7.9
927,A Very Long Engagement,https://www.imdb.com/title/tt0344510/,9094,12381,22407,15786,6210,2219,859,410,273,604,42582,15478,7.6,7.7
928,The Station Agent,https://www.imdb.com/title/tt0340377/,7100,11265,22872,15999,5632,1894,700,345,238,575,44370,9994,7.6,7.7
929,Love Actually,https://www.imdb.com/title/tt0314331/,73639,67254,111591,86173,40326,17461,7667,4442,2927,4563,202188,124567,7.5,7.8
930,Sympathy for Mr. Vengeance,https://www.imdb.com/title/tt0310775/,6247,9452,20501,15450,5658,1988,736,416,270,429,44353,5422,7.6,7.6
931,25th Hour,https://www.imdb.com/title/tt0307901/,18754,27454,56049,40406,15079,5247,2138,984,621,1245,122451,16325,7.6,7.6
932,The Butterfly Effect,https://www.imdb.com/title/tt0289879/,58921,75736,144235,96366,37402,15166,7117,3664,2383,3660,287183,70308,7.6,7.6
933,28 Days Later,https://www.imdb.com/title/tt0289043/,38794,55904,120530,93269,34733,12871,5678,3025,1917,3116,250845,43757,7.6,7.6
934,Battle Royale,https://www.imdb.com/title/tt0266308/,24126,27832,51069,35105,14992,6290,2817,1588,991,1779,117960,18150,7.6,7.7
935,The Royal Tenenbaums,https://www.imdb.com/title/tt0265666/,42615,45266,72982,53255,22806,10253,5056,3143,2211,3592,158416,44899,7.6,7.7
936,Y Tu Mamá También,https://www.imdb.com/title/tt0245574/,14371,19809,35549,25756,9963,3747,1606,934,686,1380,72006,19409,7.7,7.5
937,Harry Potter and the Philosopher's Stone,https://www.imdb.com/title/tt0241527/,109401,76016,170309,163332,62854,21948,8046,4211,2551,7438,340309,123456,7.4,8.1
938,The Others,https://www.imdb.com/title/tt0230600/,36447,51931,108244,82295,31388,10933,4224,2065,1231,2103,194708,65735,7.6,7.7
939,Blow,https://www.imdb.com/title/tt0221027/,28106,35913,76780,60664,22147,7558,2719,1186,665,1064,157319,33348,7.6,7.5
940,Enemy at the Gates,https://www.imdb.com/title/tt0215750/,21745,34901,83932,63219,21658,7217,2617,1260,667,1304,172817,16697,7.6,7.5
941,Traffic,https://www.imdb.com/title/tt0181865/,18903,31629,63944,46944,17262,6728,2863,1647,1166,2255,134679,16877,7.6,7.4
942,Minority Report,https://www.imdb.com/title/tt0181689/,41962,75787,179257,131502,43811,13964,5501,2713,1643,3169,340148,50740,7.6,7.5
943,The Hurricane,https://www.imdb.com/title/tt0174856/,9062,12837,30248,24672,8200,2676,924,464,331,788,64950,6913,7.6,7.6
944,American Psycho,https://www.imdb.com/title/tt0144084/,56266,74849,146951,114724,45770,17348,7602,4058,2691,4004,304261,64263,7.6,7.5
945,Run Lola Run,https://www.imdb.com/title/tt0130827/,25293,33864,58873,39973,14965,5548,2402,1405,1025,2668,120798,27013,7.6,7.8
946,The Thin Red Line,https://www.imdb.com/title/tt0120863/,29021,26976,43200,35096,16140,7563,3781,2597,1738,3355,122818,10916,7.7,7.5
947,Mulan,https://www.imdb.com/title/tt0120762/,36879,34497,72749,64412,24327,8133,2647,1178,653,1236,120107,64109,7.4,8.1
948,Fear and Loathing in Las Vegas,https://www.imdb.com/title/tt0120669/,48597,44011,66455,47062,22137,10827,5777,3714,2707,3956,174415,31128,7.6,7.4
949,Funny Games,https://www.imdb.com/title/tt0119167/,7550,10536,19028,13379,5531,2495,1240,886,661,1617,42161,8039,7.6,7.6
950,Dark City,https://www.imdb.com/title/tt0118929/,23857,32451,57817,40604,17192,6560,2876,1545,949,1519,133909,14803,7.6,7.6
951,Sleepers,https://www.imdb.com/title/tt0117665/,17265,26187,61904,50304,17726,5935,2176,1016,535,892,123595,24853,7.5,7.8
952,Lost Highway,https://www.imdb.com/title/tt0116922/,20740,21834,34964,25575,11280,5402,2745,1699,1250,2358,85971,13380,7.6,7.5
953,Sense and Sensibility,https://www.imdb.com/title/tt0114388/,16265,16253,28996,22657,8938,3312,1319,690,420,834,34313,41550,7.4,7.9
954,Die Hard: With a Vengeance,https://www.imdb.com/title/tt0112864/,33834,47143,119286,101768,35877,11320,3923,1819,990,1530,257974,25875,7.6,7.4
955,Dead Man,https://www.imdb.com/title/tt0112817/,16303,15297,23201,17115,8130,3941,1805,1092,773,1095,59013,11656,7.6,7.6
956,The Bridges of Madison County,https://www.imdb.com/title/tt0112579/,11121,11374,19448,16087,6839,2981,1275,756,505,895,37976,17810,7.5,7.9
957,Apollo 13,https://www.imdb.com/title/tt0112384/,26141,39436,89267,69941,23302,8021,2817,1338,861,1385,170884,28655,7.6,7.6
958,Three Colours: White,https://www.imdb.com/title/tt0111507/,6129,9866,21338,15788,5487,1760,661,312,225,453,39465,9012,7.7,7.5
959,The Crow,https://www.imdb.com/title/tt0109506/,31143,23325,42938,35892,16632,6953,3048,1543,992,1311,109266,20982,7.5,7.8
960,Falling Down,https://www.imdb.com/title/tt0106856/,15239,23317,57079,45884,16193,5201,1835,890,478,743,122887,11216,7.6,7.4
961,Dazed and Confused,https://www.imdb.com/title/tt0106677/,27924,24626,44473,35689,15580,6441,2813,1569,1038,1562,103643,22446,7.6,7.4
962,My Cousin Vinny,https://www.imdb.com/title/tt0104952/,12924,15000,31930,27834,10738,3535,1188,471,261,363,70897,11823,7.6,7.6
963,Only Yesterday,https://www.imdb.com/title/tt0102587/,3482,4140,7551,5938,2542,907,363,227,156,248,14245,4922,7.7,7.5
964,Delicatessen,https://www.imdb.com/title/tt0101700/,10454,14069,24779,16891,6808,2745,1270,779,532,884,51729,11099,7.6,7.7
965,The Hunt for Red October,https://www.imdb.com/title/tt0099810/,17283,25904,59795,46092,16519,5496,1870,875,514,875,123327,11704,7.6,7.4
966,Home Alone,https://www.imdb.com/title/tt0099785/,67232,56291,126407,119975,47878,17946,7201,3870,2429,2854,266143,74826,7.5,7.7
967,The Godfather Part III,https://www.imdb.com/title/tt0099674/,47808,50749,105438,85701,34788,13001,5423,2858,1719,3388,241129,29036,7.6,7.6
968,When Harry Met Sally,https://www.imdb.com/title/tt0098635/,25043,29754,58374,47036,18454,6514,2522,1202,744,1254,100038,47501,7.6,7.7
969,The Little Mermaid,https://www.imdb.com/title/tt0097757/,38244,28857,62299,60851,25911,9059,3302,1448,768,1251,106703,68056,7.3,8.1
970,The Naked Gun: From the Files of Police Squad!,https://www.imdb.com/title/tt0095705/,18824,20265,46860,37986,14818,5428,2099,1054,653,861,106565,10386,7.6,7.1
971,Dangerous Liaisons,https://www.imdb.com/title/tt0094947/,8841,10217,18966,14629,6037,2400,976,531,301,527,33210,15585,7.5,7.8
972,"Planes, Trains & Automobiles",https://www.imdb.com/title/tt0093748/,17014,16750,34627,30181,12764,4632,1714,824,447,516,80997,11461,7.6,7.4
973,Lethal Weapon,https://www.imdb.com/title/tt0093409/,23173,29989,80976,65273,21337,6748,2315,1038,603,1099,167446,18216,7.6,7.4
974,Indiana Jones and the Temple of Doom,https://www.imdb.com/title/tt0087469/,45087,55052,138574,121254,47676,16826,6652,3250,1799,2400,288498,40544,7.6,7.5
975,Blood Simple,https://www.imdb.com/title/tt0086979/,7943,13201,29331,21637,8159,2731,1120,622,325,556,61852,5640,7.6,7.4
976,The Secret of N-I-M-H,https://www.imdb.com/title/tt0084649/,5818,4843,9956,8605,3675,1415,507,269,148,285,20764,7095,7.5,7.8
977,On Golden Pond,https://www.imdb.com/title/tt0082846/,3879,4060,8143,6244,2540,1034,456,232,160,290,16493,4156,7.6,7.8
978,Mad Max 2,https://www.imdb.com/title/tt0082694/,20304,23085,52231,41640,15795,5705,2240,1113,652,929,121279,8799,7.6,7.2
979,The Warriors,https://www.imdb.com/title/tt0080120/,15416,13529,26943,21051,8468,3364,1418,722,470,548,68947,5278,7.6,7.5
980,The Muppet Movie,https://www.imdb.com/title/tt0079588/,5241,4148,9083,7822,3213,1343,445,262,143,262,19576,4443,7.6,7.8
981,Escape from Alcatraz,https://www.imdb.com/title/tt0079116/,8331,13696,44545,36937,10120,2329,678,294,131,305,86486,7415,7.6,7.5
982,Watership Down,https://www.imdb.com/title/tt0078480/,5111,4879,9873,7567,3038,1204,478,257,204,458,20992,5056,7.6,7.6
983,Midnight Express,https://www.imdb.com/title/tt0077928/,7839,10878,23369,16059,5398,2059,921,536,558,4556,50822,6402,7.6,7.5
984,Close Encounters of the Third Kind,https://www.imdb.com/title/tt0075860/,23756,28583,53209,42003,18176,7201,3221,1780,1016,1723,123054,15638,7.6,7.5
985,Robin Hood,https://www.imdb.com/title/tt0070608/,14652,13879,33711,31370,12431,4222,1329,601,244,449,64005,23845,7.5,7.7
986,The Long Goodbye,https://www.imdb.com/title/tt0070334/,3302,3953,7462,5837,2518,1045,469,282,171,280,18702,1694,7.6,7.5
987,A Fistful of Dynamite,https://www.imdb.com/title/tt0067140/,3922,4572,9272,6830,2699,1014,446,233,158,224,22450,1028,7.6,7.6
988,And Now for Something Completely Different,https://www.imdb.com/title/tt0066765/,3108,4022,9083,7317,2871,1109,416,193,134,187,19699,2691,7.6,7.8
989,Kelly's Heroes,https://www.imdb.com/title/tt0065938/,6381,6662,13976,10722,4007,1481,518,248,137,249,32597,2061,7.6,7.5
990,The Jungle Book,https://www.imdb.com/title/tt0061852/,19869,20401,50649,44624,17096,5975,1912,865,452,772,91758,33613,7.6,7.6
991,Blow-Up,https://www.imdb.com/title/tt0060176/,8553,8937,14805,11343,5517,2582,1368,829,524,713,36187,7680,7.6,7.6
992,Pierrot le Fou,https://www.imdb.com/title/tt0059592/,4920,4757,7272,5744,2921,1295,622,419,294,355,17965,4555,7.6,7.7
993,A Hard Day's Night,https://www.imdb.com/title/tt0058182/,8631,5450,9726,8098,3988,1828,704,371,237,382,24112,6147,7.5,8.0
994,Le Mépris,https://www.imdb.com/title/tt0057345/,4696,4572,7190,5816,2825,1264,657,383,271,361,18695,3529,7.6,7.5
995,Breakfast at Tiffany's,https://www.imdb.com/title/tt0054698/,25878,25896,48079,37009,14943,5830,2415,1276,797,1146,73269,53984,7.5,7.9
996,Giant,https://www.imdb.com/title/tt0049261/,4878,4968,10100,7537,3204,1303,541,282,179,322,20181,5746,7.6,7.7
997,From Here to Eternity,https://www.imdb.com/title/tt0045793/,5644,6606,13318,9977,3852,1495,559,309,204,489,27320,6032,7.6,7.5
998,Lifeboat,https://www.imdb.com/title/tt0037017/,3253,3634,8942,6473,2251,741,273,125,79,129,17652,2953,7.6,7.8
999,Snow White and the Seven Dwarfs,https://www.imdb.com/title/tt0029583/,25182,20776,49869,48145,20052,7705,2533,1325,666,1124,90138,45081,7.6,7.6
1000,The 39 Steps,https://www.imdb.com/title/tt0026029/,6627,7882,16351,12054,4679,1568,613,270,177,386,33517,5783,7.7,7.6

